Bus_ID,Route_Name,Distance_km,Traffic_Density,Weather,Is_Peak_Hour,Actual_Travel_Time,Is_Late
SRT-B-1034,Patna Junction to Kankarbagh (Patna),2.41,3.0,Sunny,1,30.03,0
SRT-B-1035,Sector 17 to Mohali (Chandigarh),7.33,6.0,Sunny,0,48.43,0
SRT-B-1036,Connaught Place to Karol Bagh (Delhi),5.73,10.0,,1,69.1,1
SRT-B-1037,Andheri East to Andheri West (Mumbai),6.07,1.0,Sunny,0,24.23,0
SRT-B-1038,Salt Lake to Esplanade (Kolkata),2.1,10.0,Cloudy,0,47.0,0
SRT-B-1039,MG Road to Whitefield (Bengaluru),,7.0,Sunny,0,38.13,0
SRT-B-1040,T Nagar to Velachery (Chennai),1.87,9.0,Rainy,1,64.23,1
SRT-B-1041,Banjara Hills to Ameerpet (Hyderabad),6.34,7.0,Rainy,0,61.13,1
SRT-B-1042,Station to Adajan (Surat),1.77,2.0,Sunny,0,13.9,0
SRT-B-1043,Vesu to Varachha (Surat),7.54,6.0,Foggy,0,57.13,0
SRT-B-1044,Udhna to Pal (Surat),2.39,2.0,Foggy,0,23.97,0
SRT-B-1045,Rander to Piplod (Surat),0.84,1.0,Sunny,1,16.8,0
SRT-B-1046,Shivaji Nagar to Hinjewadi (Pune),6.69,6.0,Rainy,0,58.3,0
SRT-B-1047,Navrangpura to Maninagar (Ahmedabad),,10.0,Cloudy,0,48.43,0
SRT-B-1048,Alambagh to Charbagh (Lucknow),8.77,,Sunny,0,37.23,0
SRT-B-1049,Patna Junction to Kankarbagh (Patna),5.27,8.0,Foggy,0,57.57,0
SRT-B-1050,Sector 17 to Mohali (Chandigarh),5.13,8.0,Sunny,0,49.1,0
SRT-B-1051,Connaught Place to Karol Bagh (Delhi),1.8,1.0,Sunny,1,20.0,0
SRT-B-1052,Andheri East to Andheri West (Mumbai),8.4,4.0,Cloudy,0,-20.0,0
SRT-B-1053,Salt Lake to Esplanade (Kolkata),7.89,7.0,Sunny,1,64.3,1
SRT-B-1054,MG Road to Whitefield (Bengaluru),0.84,5.0,Rainy,0,34.8,0
SRT-B-1055,T Nagar to Velachery (Chennai),6.37,4.0,Sunny,0,37.23,0
SRT-B-1056,Banjara Hills to Ameerpet (Hyderabad),7.33,7.0,Sunny,0,52.43,0
SRT-B-1057,Station to Adajan (Surat),2.71,4.0,,0,25.03,0
SRT-B-1058,Vesu to Varachha (Surat),1.87,6.0,Sunny,0,30.23,0
SRT-B-1059,Udhna to Pal (Surat),6.4,6.0,Sunny,1,55.33,0
SRT-B-1060,Rander to Piplod (Surat),8.1,4.0,Sunny,0,43.0,0
SRT-B-1061,Shivaji Nagar to Hinjewadi (Pune),5.97,4.0,Cloudy,1,45.9,0
SRT-B-1062,Navrangpura to Maninagar (Ahmedabad),6.19,4.0,Sunny,0,36.63,0
SRT-B-1063,Alambagh to Charbagh (Lucknow),6.04,5.0,Sunny,0,40.13,0
SRT-B-1064,Patna Junction to Kankarbagh (Patna),8.91,10.0,Sunny,0,69.7,1
SRT-B-1065,Sector 17 to Mohali (Chandigarh),1.41,10.0,Rainy,1,66.7,1
SRT-B-1066,Connaught Place to Karol Bagh (Delhi),5.37,3.0,Foggy,1,47.9,0
SRT-B-1067,Andheri East to Andheri West (Mumbai),4.14,10.0,Sunny,0,53.8,0
SRT-B-1068,Salt Lake to Esplanade (Kolkata),5.25,7.0,Foggy,1,63.5,1
SRT-B-1069,MG Road to Whitefield (Bengaluru),7.48,7.0,Sunny,1,62.93,1
SRT-B-1070,T Nagar to Velachery (Chennai),4.9,1.0,Rainy,1,42.33,0
SRT-B-1071,Banjara Hills to Ameerpet (Hyderabad),2.93,5.0,Rainy,0,41.77,0
SRT-B-1072,Station to Adajan (Surat),7.84,3.0,Sunny,1,48.13,0
SRT-B-1073,Vesu to Varachha (Surat),6.2,3.0,Sunny,1,42.67,0
SRT-B-1074,Udhna to Pal (Surat),5.51,,Rainy,0,38.37,0
SRT-B-1075,Rander to Piplod (Surat),0.41,4.0,Sunny,1,27.37,0
SRT-B-1076,Shivaji Nagar to Hinjewadi (Pune),2.35,10.0,Sunny,1,57.83,0
SRT-B-1077,Navrangpura to Maninagar (Ahmedabad),6.82,10.0,Sunny,1,72.73,1
SRT-B-1078,Alambagh to Charbagh (Lucknow),2.23,9.0,Rainy,0,55.43,0
SRT-B-1079,Patna Junction to Kankarbagh (Patna),6.71,2.0,Sunny,0,30.37,0
SRT-B-1080,Sector 17 to Mohali (Chandigarh),3.94,9.0,Cloudy,0,49.13,0
SRT-B-1081,Connaught Place to Karol Bagh (Delhi),1.1,2.0,Rainy,0,23.67,0
SRT-B-1082,Andheri East to Andheri West (Mumbai),7.09,3.0,Cloudy,0,35.63,0
SRT-B-1083,Salt Lake to Esplanade (Kolkata),2.95,,Foggy,0,53.83,0
SRT-B-1084,MG Road to Whitefield (Bengaluru),8.06,4.0,Cloudy,0,42.87,0
SRT-B-1085,T Nagar to Velachery (Chennai),1.0,5.0,Cloudy,0,23.33,0
SRT-B-1086,Banjara Hills to Ameerpet (Hyderabad),8.29,6.0,Sunny,1,61.63,1
SRT-B-1087,Station to Adajan (Surat),2.92,4.0,Cloudy,0,25.73,0
SRT-B-1088,Vesu to Varachha (Surat),7.6,4.0,Foggy,0,49.33,0
SRT-B-1089,Udhna to Pal (Surat),0.41,5.0,Cloudy,1,31.37,0
SRT-B-1090,Rander to Piplod (Surat),5.5,6.0,Cloudy,1,52.33,0
SRT-B-1091,Shivaji Nagar to Hinjewadi (Pune),7.6,7.0,Sunny,1,63.33,1
SRT-B-1092,Navrangpura to Maninagar (Ahmedabad),8.35,6.0,Foggy,1,69.83,1
SRT-B-1093,Alambagh to Charbagh (Lucknow),1.29,4.0,Cloudy,0,20.3,0
SRT-B-1094,Patna Junction to Kankarbagh (Patna),2.97,1.0,Sunny,0,13.9,0
SRT-B-1095,Sector 17 to Mohali (Chandigarh),5.17,6.0,Sunny,1,51.23,0
SRT-B-1096,Connaught Place to Karol Bagh (Delhi),8.09,4.0,,0,42.97,0
SRT-B-1097,Andheri East to Andheri West (Mumbai),1.13,9.0,Sunny,1,149.31,1
SRT-B-1098,Salt Lake to Esplanade (Kolkata),8.9,9.0,Sunny,0,65.67,1
SRT-B-1099,MG Road to Whitefield (Bengaluru),1.59,7.0,Foggy,0,41.3,0
SRT-B-1100,T Nagar to Velachery (Chennai),4.97,10.0,Sunny,1,66.57,1
SRT-B-1101,Banjara Hills to Ameerpet (Hyderabad),4.39,10.0,Cloudy,0,54.63,0
SRT-B-1102,Station to Adajan (Surat),4.61,4.0,Cloudy,0,31.37,0
SRT-B-1103,Vesu to Varachha (Surat),1.55,3.0,Rainy,1,39.17,0
SRT-B-1104,Udhna to Pal (Surat),,4.0,Rainy,1,42.77,0
SRT-B-1105,Rander to Piplod (Surat),7.91,6.0,Foggy,0,58.37,0
SRT-B-1106,Shivaji Nagar to Hinjewadi (Pune),7.11,9.0,Sunny,0,59.7,0
SRT-B-1107,Navrangpura to Maninagar (Ahmedabad),5.71,6.0,Sunny,0,43.03,0
SRT-B-1108,Alambagh to Charbagh (Lucknow),5.14,10.0,Sunny,0,57.13,0
SRT-B-1109,Patna Junction to Kankarbagh (Patna),,9.0,Sunny,0,54.13,0
SRT-B-1110,Sector 17 to Mohali (Chandigarh),1.31,7.0,Sunny,1,42.37,0
SRT-B-1111,Connaught Place to Karol Bagh (Delhi),7.45,6.0,Cloudy,0,48.83,0
SRT-B-1112,Andheri East to Andheri West (Mumbai),3.83,,,1,38.77,0
SRT-B-1113,Salt Lake to Esplanade (Kolkata),8.12,8.0,Cloudy,0,59.07,0
SRT-B-1114,MG Road to Whitefield (Bengaluru),8.09,7.0,Cloudy,0,54.97,0
SRT-B-1115,T Nagar to Velachery (Chennai),2.03,,Rainy,0,58.77,0
SRT-B-1116,Banjara Hills to Ameerpet (Hyderabad),8.5,5.0,Sunny,0,48.33,0
SRT-B-1117,Station to Adajan (Surat),0.89,9.0,Rainy,0,50.97,0
SRT-B-1118,Vesu to Varachha (Surat),8.71,,,1,55.03,0
SRT-B-1119,Udhna to Pal (Surat),4.31,6.0,Cloudy,1,48.37,0
SRT-B-1120,Rander to Piplod (Surat),3.13,9.0,Sunny,0,46.43,0
SRT-B-1121,Shivaji Nagar to Hinjewadi (Pune),3.32,4.0,Sunny,0,27.07,0
SRT-B-1122,Navrangpura to Maninagar (Ahmedabad),4.69,3.0,Cloudy,0,27.63,0
SRT-B-1123,Alambagh to Charbagh (Lucknow),3.85,8.0,Foggy,0,52.83,0
SRT-B-1124,Patna Junction to Kankarbagh (Patna),5.68,5.0,Sunny,1,48.93,0
SRT-B-1125,Sector 17 to Mohali (Chandigarh),0.93,7.0,,1,41.1,0
SRT-B-1126,Connaught Place to Karol Bagh (Delhi),1.56,1.0,Sunny,0,9.2,0
SRT-B-1127,Andheri East to Andheri West (Mumbai),5.58,2.0,Sunny,0,26.6,0
SRT-B-1128,Salt Lake to Esplanade (Kolkata),1.49,5.0,Cloudy,0,24.97,0
SRT-B-1129,MG Road to Whitefield (Bengaluru),5.73,6.0,Sunny,0,43.1,0
SRT-B-1130,T Nagar to Velachery (Chennai),5.52,9.0,Sunny,0,54.4,0
SRT-B-1131,Banjara Hills to Ameerpet (Hyderabad),2.59,4.0,Cloudy,0,24.63,0
SRT-B-1132,Station to Adajan (Surat),5.27,9.0,Sunny,0,53.57,0
SRT-B-1133,Vesu to Varachha (Surat),1.63,4.0,Cloudy,0,21.43,0
SRT-B-1134,Udhna to Pal (Surat),3.14,7.0,Cloudy,0,38.47,0
SRT-B-1135,Rander to Piplod (Surat),45.0,2.0,Cloudy,1,28.37,0
SRT-B-1136,Shivaji Nagar to Hinjewadi (Pune),7.14,5.0,Sunny,1,53.8,0
SRT-B-1137,Navrangpura to Maninagar (Ahmedabad),3.18,10.0,Foggy,0,58.6,0
SRT-B-1138,Alambagh to Charbagh (Lucknow),6.61,8.0,Rainy,0,66.03,1
SRT-B-1139,Patna Junction to Kankarbagh (Patna),4.03,5.0,Sunny,1,43.43,0
SRT-B-1140,Sector 17 to Mohali (Chandigarh),1.68,6.0,Cloudy,0,29.6,0
SRT-B-1141,Connaught Place to Karol Bagh (Delhi),7.92,7.0,Sunny,0,54.4,0
SRT-B-1142,Andheri East to Andheri West (Mumbai),3.42,2.0,,0,19.4,0
SRT-B-1143,Salt Lake to Esplanade (Kolkata),0.87,3.0,Sunny,0,14.9,0
SRT-B-1144,MG Road to Whitefield (Bengaluru),6.87,10.0,Sunny,0,62.9,1
SRT-B-1145,T Nagar to Velachery (Chennai),7.46,4.0,Sunny,0,40.87,0
SRT-B-1146,Banjara Hills to Ameerpet (Hyderabad),4.73,8.0,,1,57.77,0
SRT-B-1147,Station to Adajan (Surat),5.83,9.0,Sunny,0,55.43,0
SRT-B-1148,Vesu to Varachha (Surat),2.53,7.0,Cloudy,0,36.43,0
SRT-B-1149,Udhna to Pal (Surat),5.78,9.0,Sunny,1,65.27,1
SRT-B-1150,Rander to Piplod (Surat),7.49,5.0,Rainy,0,56.97,0
SRT-B-1151,Shivaji Nagar to Hinjewadi (Pune),2.35,7.0,Sunny,1,45.83,0
SRT-B-1152,Navrangpura to Maninagar (Ahmedabad),0.51,3.0,Sunny,0,13.7,0
SRT-B-1153,Alambagh to Charbagh (Lucknow),3.73,6.0,Sunny,1,46.43,0
SRT-B-1154,Patna Junction to Kankarbagh (Patna),8.59,,Sunny,1,50.63,0
SRT-B-1155,Sector 17 to Mohali (Chandigarh),1.65,4.0,Sunny,0,21.5,0
SRT-B-1156,Connaught Place to Karol Bagh (Delhi),5.16,3.0,Rainy,0,41.2,0
SRT-B-1157,Andheri East to Andheri West (Mumbai),8.65,9.0,Foggy,1,82.83,1
SRT-B-1158,Salt Lake to Esplanade (Kolkata),7.47,6.0,Cloudy,1,58.9,0
SRT-B-1159,MG Road to Whitefield (Bengaluru),,8.0,Sunny,0,34.63,0
SRT-B-1160,T Nagar to Velachery (Chennai),1.86,1.0,Rainy,1,32.2,0
SRT-B-1161,Banjara Hills to Ameerpet (Hyderabad),6.25,4.0,Sunny,1,46.83,0
SRT-B-1162,Station to Adajan (Surat),6.29,9.0,Sunny,0,56.97,0
SRT-B-1163,Vesu to Varachha (Surat),5.17,2.0,Cloudy,0,25.23,0
SRT-B-1164,Udhna to Pal (Surat),0.88,8.0,Sunny,0,34.93,0
SRT-B-1165,Rander to Piplod (Surat),3.97,4.0,Cloudy,0,29.23,0
SRT-B-1166,Shivaji Nagar to Hinjewadi (Pune),8.9,3.0,Foggy,0,49.67,0
SRT-B-1167,Navrangpura to Maninagar (Ahmedabad),8.68,7.0,Sunny,0,284.65,1
SRT-B-1168,Alambagh to Charbagh (Lucknow),1.23,,,0,28.1,0
SRT-B-1169,Patna Junction to Kankarbagh (Patna),5.45,2.0,Sunny,1,36.17,0
SRT-B-1170,Sector 17 to Mohali (Chandigarh),4.16,9.0,Cloudy,1,59.87,0
SRT-B-1171,Connaught Place to Karol Bagh (Delhi),45.0,10.0,Rainy,1,72.63,1
SRT-B-1172,Andheri East to Andheri West (Mumbai),2.33,9.0,Cloudy,1,53.77,0
SRT-B-1173,Salt Lake to Esplanade (Kolkata),5.67,8.0,Rainy,0,62.9,1
SRT-B-1174,MG Road to Whitefield (Bengaluru),,1.0,Rainy,1,48.3,0
SRT-B-1175,T Nagar to Velachery (Chennai),7.85,1.0,Foggy,1,48.17,0
SRT-B-1176,Banjara Hills to Ameerpet (Hyderabad),6.01,8.0,,0,52.03,0
SRT-B-1177,Station to Adajan (Surat),4.87,6.0,Sunny,1,50.23,0
SRT-B-1178,Vesu to Varachha (Surat),7.01,8.0,Sunny,1,65.37,1
SRT-B-1179,Udhna to Pal (Surat),,8.0,Sunny,0,58.53,0
SRT-B-1180,Rander to Piplod (Surat),3.45,3.0,Cloudy,0,23.5,0
SRT-B-1181,Shivaji Nagar to Hinjewadi (Pune),4.0,2.0,Cloudy,0,21.33,0
SRT-B-1182,Navrangpura to Maninagar (Ahmedabad),4.46,7.0,Sunny,0,42.87,0
SRT-B-1183,Alambagh to Charbagh (Lucknow),0.99,,,0,35.3,0
SRT-B-1184,Patna Junction to Kankarbagh (Patna),0.77,6.0,Sunny,1,36.57,0
SRT-B-1185,Sector 17 to Mohali (Chandigarh),3.95,5.0,Rainy,1,55.17,0
SRT-B-1186,Connaught Place to Karol Bagh (Delhi),4.6,7.0,Sunny,1,53.33,0
SRT-B-1187,Andheri East to Andheri West (Mumbai),,9.0,Sunny,0,39.07,0
SRT-B-1188,Salt Lake to Esplanade (Kolkata),3.97,9.0,Sunny,0,49.23,0
SRT-B-1189,MG Road to Whitefield (Bengaluru),3.14,2.0,Foggy,0,26.47,0
SRT-B-1190,T Nagar to Velachery (Chennai),4.46,8.0,Sunny,1,56.87,0
SRT-B-1191,Banjara Hills to Ameerpet (Hyderabad),3.51,8.0,Cloudy,1,53.7,0
SRT-B-1192,Station to Adajan (Surat),,1.0,Rainy,0,22.97,0
SRT-B-1193,Vesu to Varachha (Surat),8.06,2.0,Cloudy,1,44.87,0
SRT-B-1194,Udhna to Pal (Surat),5.66,6.0,Foggy,0,50.87,0
SRT-B-1195,Rander to Piplod (Surat),1.95,2.0,Sunny,1,24.5,0
SRT-B-1196,Shivaji Nagar to Hinjewadi (Pune),3.71,,Cloudy,0,48.37,0
SRT-B-1197,Navrangpura to Maninagar (Ahmedabad),4.07,9.0,Sunny,0,49.57,0
SRT-B-1198,Alambagh to Charbagh (Lucknow),1.88,9.0,Sunny,0,42.27,0
SRT-B-1199,Patna Junction to Kankarbagh (Patna),3.84,9.0,Cloudy,0,48.8,0
SRT-B-1200,Sector 17 to Mohali (Chandigarh),7.83,,Sunny,0,62.1,1
SRT-B-1201,Connaught Place to Karol Bagh (Delhi),3.26,9.0,Rainy,0,58.87,0
SRT-B-1202,Andheri East to Andheri West (Mumbai),5.26,2.0,Rainy,1,47.53,0
SRT-B-1203,Salt Lake to Esplanade (Kolkata),0.56,10.0,Sunny,0,41.87,0
SRT-B-1204,MG Road to Whitefield (Bengaluru),5.89,9.0,Sunny,0,55.63,0
SRT-B-1205,T Nagar to Velachery (Chennai),8.17,10.0,Rainy,0,79.23,1
SRT-B-1206,Banjara Hills to Ameerpet (Hyderabad),6.2,10.0,Foggy,0,68.67,1
SRT-B-1207,Station to Adajan (Surat),4.81,6.0,,0,40.03,0
SRT-B-1208,Vesu to Varachha (Surat),8.8,7.0,Sunny,0,57.33,0
SRT-B-1209,Udhna to Pal (Surat),3.62,5.0,Rainy,1,54.07,0
SRT-B-1210,Rander to Piplod (Surat),8.7,7.0,Sunny,1,67.0,1
SRT-B-1211,Shivaji Nagar to Hinjewadi (Pune),6.67,7.0,Cloudy,1,60.23,1
SRT-B-1212,Navrangpura to Maninagar (Ahmedabad),3.56,3.0,Sunny,1,33.87,0
SRT-B-1213,Alambagh to Charbagh (Lucknow),6.81,3.0,Sunny,0,34.7,0
SRT-B-1214,Patna Junction to Kankarbagh (Patna),4.9,8.0,Rainy,1,70.33,1
SRT-B-1215,Sector 17 to Mohali (Chandigarh),3.18,3.0,Rainy,0,34.6,0
SRT-B-1216,Connaught Place to Karol Bagh (Delhi),8.62,7.0,Sunny,1,66.73,1
SRT-B-1217,Andheri East to Andheri West (Mumbai),8.17,6.0,Sunny,0,51.23,0
SRT-B-1218,Salt Lake to Esplanade (Kolkata),3.13,4.0,Cloudy,0,26.43,0
SRT-B-1219,MG Road to Whitefield (Bengaluru),8.37,7.0,Rainy,1,77.9,1
SRT-B-1220,T Nagar to Velachery (Chennai),1.66,8.0,Sunny,1,47.53,0
SRT-B-1221,Banjara Hills to Ameerpet (Hyderabad),3.22,7.0,Cloudy,1,48.73,0
SRT-B-1222,Station to Adajan (Surat),4.79,3.0,Sunny,0,83.91,1
SRT-B-1223,Vesu to Varachha (Surat),1.92,3.0,Foggy,0,26.4,0
SRT-B-1224,Udhna to Pal (Surat),6.1,8.0,Rainy,0,64.33,1
SRT-B-1225,Rander to Piplod (Surat),7.14,7.0,Sunny,1,61.8,1
SRT-B-1226,Shivaji Nagar to Hinjewadi (Pune),6.78,8.0,,1,64.6,1
SRT-B-1227,Navrangpura to Maninagar (Ahmedabad),5.89,8.0,Rainy,1,73.63,1
SRT-B-1228,Alambagh to Charbagh (Lucknow),2.27,7.0,Sunny,0,35.57,0
SRT-B-1229,Patna Junction to Kankarbagh (Patna),7.59,5.0,Cloudy,0,45.3,0
SRT-B-1230,Sector 17 to Mohali (Chandigarh),5.37,1.0,Cloudy,1,31.9,0
SRT-B-1231,Connaught Place to Karol Bagh (Delhi),7.53,4.0,Foggy,0,49.1,0
SRT-B-1232,Andheri East to Andheri West (Mumbai),4.43,1.0,Sunny,0,93.85,1
SRT-B-1233,Salt Lake to Esplanade (Kolkata),5.66,6.0,Rainy,0,54.87,0
SRT-B-1234,MG Road to Whitefield (Bengaluru),,2.0,Cloudy,0,36.9,0
SRT-B-1235,T Nagar to Velachery (Chennai),2.54,9.0,Sunny,1,163.41,1
SRT-B-1236,Banjara Hills to Ameerpet (Hyderabad),5.41,4.0,Cloudy,1,44.03,0
SRT-B-1237,Station to Adajan (Surat),3.57,9.0,Sunny,0,47.9,0
SRT-B-1238,Vesu to Varachha (Surat),4.38,7.0,Cloudy,0,42.6,0
SRT-B-1239,Udhna to Pal (Surat),1.59,8.0,Sunny,0,37.3,0
SRT-B-1240,Rander to Piplod (Surat),4.28,9.0,Cloudy,0,50.27,0
SRT-B-1241,Shivaji Nagar to Hinjewadi (Pune),4.03,,Rainy,1,55.43,0
SRT-B-1242,Navrangpura to Maninagar (Ahmedabad),7.74,1.0,Sunny,0,29.8,0
SRT-B-1243,Alambagh to Charbagh (Lucknow),0.8,4.0,Cloudy,0,18.67,0
SRT-B-1244,Patna Junction to Kankarbagh (Patna),5.53,7.0,Rainy,0,58.43,0
SRT-B-1245,Sector 17 to Mohali (Chandigarh),0.41,,Sunny,0,13.37,0
SRT-B-1246,Connaught Place to Karol Bagh (Delhi),4.0,9.0,Sunny,0,246.64999999999998,1
SRT-B-1247,Andheri East to Andheri West (Mumbai),4.81,6.0,Rainy,0,52.03,0
SRT-B-1248,Salt Lake to Esplanade (Kolkata),1.44,1.0,Rainy,1,30.8,0
SRT-B-1249,MG Road to Whitefield (Bengaluru),4.1,8.0,Sunny,0,45.67,0
SRT-B-1250,T Nagar to Velachery (Chennai),1.03,1.0,Rainy,0,58.29,0
SRT-B-1251,Banjara Hills to Ameerpet (Hyderabad),0.71,6.0,Sunny,0,26.37,0
SRT-B-1252,Station to Adajan (Surat),6.85,8.0,Sunny,0,54.83,0
SRT-B-1253,Vesu to Varachha (Surat),7.3,1.0,Sunny,1,38.33,0
SRT-B-1254,Udhna to Pal (Surat),4.78,2.0,Rainy,0,35.93,0
SRT-B-1255,Rander to Piplod (Surat),7.09,10.0,Sunny,1,73.63,1
SRT-B-1256,Shivaji Nagar to Hinjewadi (Pune),3.16,7.0,Rainy,0,50.53,0
SRT-B-1257,Navrangpura to Maninagar (Ahmedabad),5.03,1.0,Rainy,0,32.77,0
SRT-B-1258,Alambagh to Charbagh (Lucknow),6.47,9.0,Sunny,0,57.57,0
SRT-B-1259,Patna Junction to Kankarbagh (Patna),2.42,3.0,Sunny,1,30.07,0
SRT-B-1260,Sector 17 to Mohali (Chandigarh),0.99,8.0,Sunny,0,35.3,0
SRT-B-1261,Connaught Place to Karol Bagh (Delhi),2.41,7.0,Sunny,0,36.03,0
SRT-B-1262,Andheri East to Andheri West (Mumbai),2.91,3.0,Sunny,0,21.7,0
SRT-B-1263,Salt Lake to Esplanade (Kolkata),8.81,,Sunny,0,41.37,0
SRT-B-1264,MG Road to Whitefield (Bengaluru),8.6,2.0,Sunny,0,36.67,0
SRT-B-1265,T Nagar to Velachery (Chennai),3.16,9.0,Rainy,1,68.53,1
SRT-B-1266,Banjara Hills to Ameerpet (Hyderabad),6.57,7.0,Sunny,0,49.9,0
SRT-B-1267,Station to Adajan (Surat),8.22,1.0,Rainy,0,43.4,0
SRT-B-1268,Vesu to Varachha (Surat),1.07,3.0,Cloudy,1,25.57,0
SRT-B-1269,Udhna to Pal (Surat),1.6,6.0,Sunny,0,29.33,0
SRT-B-1270,Rander to Piplod (Surat),7.02,10.0,Cloudy,0,63.4,1
SRT-B-1271,Shivaji Nagar to Hinjewadi (Pune),7.31,7.0,Sunny,0,52.37,0
SRT-B-1272,Navrangpura to Maninagar (Ahmedabad),2.89,4.0,Rainy,0,37.63,0
SRT-B-1273,Alambagh to Charbagh (Lucknow),5.49,2.0,,0,26.3,0
SRT-B-1274,Patna Junction to Kankarbagh (Patna),4.73,6.0,Cloudy,0,39.77,0
SRT-B-1275,Sector 17 to Mohali (Chandigarh),6.1,5.0,Sunny,1,50.33,0
SRT-B-1276,Connaught Place to Karol Bagh (Delhi),2.3,1.0,Sunny,0,11.67,0
SRT-B-1277,Andheri East to Andheri West (Mumbai),8.62,10.0,Rainy,1,90.73,1
SRT-B-1278,Salt Lake to Esplanade (Kolkata),,9.0,Rainy,0,73.8,1
SRT-B-1279,MG Road to Whitefield (Bengaluru),7.53,7.0,Cloudy,0,53.1,0
SRT-B-1280,T Nagar to Velachery (Chennai),4.51,3.0,Cloudy,0,27.03,0
SRT-B-1281,Banjara Hills to Ameerpet (Hyderabad),1.66,9.0,Cloudy,1,257.65,1
SRT-B-1282,Station to Adajan (Surat),7.5,2.0,Foggy,1,51.0,0
SRT-B-1283,Vesu to Varachha (Surat),5.23,4.0,Cloudy,0,33.43,0
SRT-B-1284,Udhna to Pal (Surat),1.68,2.0,Cloudy,0,13.6,0
SRT-B-1285,Rander to Piplod (Surat),2.48,1.0,Sunny,0,12.27,0
SRT-B-1286,Shivaji Nagar to Hinjewadi (Pune),2.98,8.0,Cloudy,0,41.93,0
SRT-B-1287,Navrangpura to Maninagar (Ahmedabad),6.93,1.0,Sunny,0,27.1,0
SRT-B-1288,Alambagh to Charbagh (Lucknow),4.46,4.0,Cloudy,0,30.87,0
SRT-B-1289,Patna Junction to Kankarbagh (Patna),,6.0,Sunny,0,31.03,0
SRT-B-1290,Sector 17 to Mohali (Chandigarh),7.74,9.0,Cloudy,0,61.8,1
SRT-B-1291,Connaught Place to Karol Bagh (Delhi),,8.0,,0,44.43,0
SRT-B-1292,Andheri East to Andheri West (Mumbai),1.17,5.0,Rainy,0,35.9,0
SRT-B-1293,Salt Lake to Esplanade (Kolkata),2.51,8.0,Sunny,1,50.37,0
SRT-B-1294,MG Road to Whitefield (Bengaluru),1.79,8.0,Rainy,0,49.97,0
SRT-B-1295,T Nagar to Velachery (Chennai),4.22,8.0,Sunny,1,56.07,0
SRT-B-1296,Banjara Hills to Ameerpet (Hyderabad),6.67,,Foggy,0,46.23,0
SRT-B-1297,Station to Adajan (Surat),3.6,1.0,Sunny,0,16.0,0
SRT-B-1298,Vesu to Varachha (Surat),4.72,8.0,Cloudy,1,57.73,0
SRT-B-1299,Udhna to Pal (Surat),0.83,5.0,Rainy,0,34.77,0
SRT-B-1300,Rander to Piplod (Surat),4.59,10.0,Sunny,1,65.3,1
SRT-B-1301,Shivaji Nagar to Hinjewadi (Pune),4.23,5.0,Sunny,1,44.1,0
SRT-B-1302,Navrangpura to Maninagar (Ahmedabad),5.16,1.0,Sunny,0,21.2,0
SRT-B-1303,Alambagh to Charbagh (Lucknow),6.64,1.0,Rainy,0,114.39000000000001,1
SRT-B-1304,Patna Junction to Kankarbagh (Patna),7.23,5.0,Cloudy,0,44.1,0
SRT-B-1305,Sector 17 to Mohali (Chandigarh),5.08,8.0,Rainy,0,60.93,1
SRT-B-1306,Connaught Place to Karol Bagh (Delhi),0.84,10.0,Sunny,0,42.8,0
SRT-B-1307,Andheri East to Andheri West (Mumbai),5.42,7.0,Sunny,1,56.07,0
SRT-B-1308,Salt Lake to Esplanade (Kolkata),2.0,9.0,Sunny,0,42.67,0
SRT-B-1309,MG Road to Whitefield (Bengaluru),5.53,1.0,Rainy,0,34.43,0
SRT-B-1310,T Nagar to Velachery (Chennai),2.26,4.0,Cloudy,0,23.53,0
SRT-B-1311,Banjara Hills to Ameerpet (Hyderabad),5.67,1.0,Rainy,0,34.9,0
SRT-B-1312,Station to Adajan (Surat),6.48,8.0,Cloudy,1,63.6,1
SRT-B-1313,Vesu to Varachha (Surat),4.79,4.0,Sunny,0,31.97,0
SRT-B-1314,Udhna to Pal (Surat),3.48,7.0,Sunny,0,39.6,0
SRT-B-1315,Rander to Piplod (Surat),6.75,4.0,Rainy,1,60.5,1
SRT-B-1316,Shivaji Nagar to Hinjewadi (Pune),6.69,2.0,Rainy,0,42.3,0
SRT-B-1317,Navrangpura to Maninagar (Ahmedabad),3.06,,Cloudy,0,34.2,0
SRT-B-1318,Alambagh to Charbagh (Lucknow),45.0,4.0,Rainy,0,32.43,0
SRT-B-1319,Patna Junction to Kankarbagh (Patna),3.79,7.0,Cloudy,0,40.63,0
SRT-B-1320,Sector 17 to Mohali (Chandigarh),2.18,5.0,Sunny,1,37.27,0
SRT-B-1321,Connaught Place to Karol Bagh (Delhi),7.69,3.0,Sunny,1,47.63,0
SRT-B-1322,Andheri East to Andheri West (Mumbai),5.0,3.0,Sunny,0,28.67,0
SRT-B-1323,Salt Lake to Esplanade (Kolkata),0.76,5.0,Rainy,1,44.53,0
SRT-B-1324,MG Road to Whitefield (Bengaluru),8.39,3.0,Sunny,0,39.97,0
SRT-B-1325,T Nagar to Velachery (Chennai),6.39,6.0,Cloudy,0,45.3,0
SRT-B-1326,Banjara Hills to Ameerpet (Hyderabad),0.85,10.0,Sunny,1,52.83,0
SRT-B-1327,Station to Adajan (Surat),7.38,1.0,Cloudy,1,38.6,0
