From,To,Operator,Distance,Duration,Bus Type,Departure,Arrival
Dhule,Julwaniya,Shrinath Travel Agency Nasik,140,0:3:30,Non A/c,12:00:00 AM,03:30:00 AM
Dhule,Jalgaon,Baba Travels,231,0:5:47,Sleeper-A/C,07:30:00 PM,01:17:00 AM
Dhule,Jalgaon,saini travels pvt.ltd.-saini simba-2x1,90,0:2:15,A/c,07:30:00 PM,09:45:00 PM
Dhule,Shirdi,shri sairam travels,143,0:3:35,Non A/c,09:45:00 PM,01:20:00 AM
Dhule,Malkapur,Baba Travels,595,0:14:53,Sleeper-A/C,07:30:00 PM,10:23:00 AM
Dhule,Malkapur,saini travels pvt.ltd.-saini simba-2x1,595,1:4:30,A/c,07:30:00 PM,12:00:00 AM
Dhule,Bhusawal,Baba Travels,117,0:2:56,Sleeper-A/C,07:30:00 PM,10:26:00 PM
Dhule,Bhusawal,saini travels pvt.ltd.-saini simba-2x1,117,0:3:0,A/c,07:30:00 PM,10:30:00 PM
Dhule,Surat,shrinath travel agency-brand new lcd coach,282,0:7:3,A/c,11:00:00 PM,06:03:00 AM
Dhule,Khamgaon,Baba Travels,223,0:5:35,Sleeper-A/C,07:30:00 PM,01:05:00 AM
Dhule,Khamgaon,saini travels pvt.ltd.-saini simba-2x1,223,0:5:0,A/c,07:30:00 PM,12:30:00 AM
Puliyampatti,Chennai,Sri Kumaran Travels,503,0:8:0,"2+2, Semi Sleeper, AC,",09:45:00 PM,05:45:00 AM
Puliyampatti,Chennai,Sri Ganapathy Travels  [kovai Express] (Sri  Ganapathy Travels),503,0:8:0,"2+2, Semi Sleeper, Non-AC",10:00:00 PM,06:00:00 AM
Puliyampatti,Bangalore,Sachin Travels,465,0:7:15,"2+1, Semi Sleeper, Non-AC, Video",10:45:00 PM,06:00:00 AM
Puliyampatti,Bangalore,Kings Travels,465,0:6:45,"2+1, Sleeper/Seater, Non-AC",10:45:00 PM,05:30:00 AM
Puliyampatti,Hosur,Sachin Travels,250,0:6:15,"2+1, Semi Sleeper, Non-AC, Video",10:45:00 PM,05:00:00 AM
Puliyampatti,Krishnagiri,Sachin Travels,375,0:5:45,"2+1, Semi Sleeper, Non-AC, Video",10:45:00 PM,04:30:00 AM
Kalyan,Kankavali,Neeta Tours and Travels,483,0:8:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,04:30:00 AM
Kalyan,Islampur,Neeta Tours and Travels,300,0:7:30,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,06:15:00 AM
Kalyan,GoaMadgaon,Neeta Tours and Travels,590,0:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,07:00:00 AM
Kalyan,GoaPanjim,Neeta Tours and Travels,590,0:10:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,06:30:00 AM
Kalyan,Sawantwadi,Neeta Tours and Travels,526,0:9:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,05:30:00 AM
Kalyan,GoaMapusa,Neeta Tours and Travels,590,0:9:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,06:00:00 AM
Kalyan,Valsad,shrinath travel agency-brand new lcd coach,200,0:6:45,A/c,12:30:00 AM,07:15:00 AM
Kalyan,Valsad,shrinath travel agency,200,0:6:45,Non A/c,01:00:00 AM,07:45:00 AM
Kalyan,Anand,punjab travels,464,0:9:30,Non A/c,08:00:00 PM,05:30:00 AM
Kalyan,Anand,shrinath travel agency-brand new lcd coach,464,0:8:45,A/c,08:45:00 PM,05:30:00 AM
Kalyan,Chiplun,Neeta Tours and Travels,249,0:4:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,12:30:00 AM
Kalyan,Vapi,shrinath travel agency-brand new lcd coach,169,0:6:0,A/c,12:30:00 AM,06:30:00 AM
Kalyan,Vapi,shrinath travel agency,169,0:6:0,Non A/c,01:00:00 AM,07:00:00 AM
Kalyan,Vapi,shrinath travel agency-brand new lcd coach,169,0:4:15,A/c,08:45:00 PM,01:00:00 AM
Kalyan,Nadiad,punjab travels,480,0:9:45,Non A/c,08:00:00 PM,05:45:00 AM
Kalyan,Nadiad,shrinath travel agency-brand new lcd coach,480,0:9:15,A/c,08:45:00 PM,06:00:00 AM
Kalyan,Bharuch,Gujarat Travels-,339,0:6:30,A/c,10:15:00 PM,04:45:00 AM
Kalyan,Bharuch,punjab travels,339,0:9:0,Non A/c,08:00:00 PM,05:00:00 AM
Kalyan,Bharuch,Gujarat Travels-,339,0:6:30,Non A/c,09:00:00 PM,03:30:00 AM
Kalyan,Bharuch,shrinath travel agency-brand new lcd coach,339,0:8:29,A/c,08:45:00 PM,05:14:00 AM
Kalyan,Baroda,Royal Express,416,0:8:0,Luxury A/C,09:30:00 PM,05:30:00 AM
Kalyan,Baroda,Gujarat Travels-,416,0:8:30,A/c,10:15:00 PM,06:45:00 AM
Kalyan,Baroda,punjab travels,416,0:9:15,Non A/c,08:00:00 PM,05:15:00 AM
Kalyan,Baroda,Gujarat Travels-,416,0:8:0,Non A/c,09:00:00 PM,05:00:00 AM
Kalyan,Baroda,shrinath travel agency-brand new lcd coach,416,0:8:15,A/c,08:45:00 PM,05:00:00 AM
Kalyan,Karad,Neeta Tours and Travels,256,0:6:30,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,05:15:00 AM
Kalyan,Kudal,Neeta Tours and Travels,518,0:8:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,05:00:00 AM
Kalyan,Ahmedabad,punjab travels,535,0:10:0,Non A/c,08:00:00 PM,06:00:00 AM
Kalyan,Ahmedabad,shrinath travel agency-brand new lcd coach,535,0:10:15,A/c,08:45:00 PM,07:00:00 AM
Kalyan,Ahmedabad,Gujarat Travels-,535,0:9:30,Non A/c,09:00:00 PM,06:30:00 AM
Kalyan,Ahmedabad,Royal Express,535,0:10:0,Luxury A/C,09:30:00 PM,07:30:00 AM
Kalyan,Ahmedabad,Gujarat Travels-,535,0:10:0,A/c,10:15:00 PM,08:15:00 AM
Kalyan,Hatkhamba,Neeta Tours and Travels,324,0:5:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,01:30:00 AM
Kalyan,Mahabaleshwar,Neeta Tours and Travels,264,0:8:0,Brand New Volvo Multi-Axle A/C,11:00:00 PM,07:00:00 AM
Kalyan,Navsari,shrinath travel agency,252,0:8:0,Non A/c,01:00:00 AM,09:00:00 AM
Kalyan,Navsari,shrinath travel agency-brand new lcd coach,252,0:8:0,A/c,12:30:00 AM,08:30:00 AM
Kalyan,Surat,shrinath travel agency-brand new lcd coach,291,0:9:0,A/c,12:30:00 AM,09:30:00 AM
Kalyan,Surat,shrinath travel agency,291,0:9:0,Non A/c,01:00:00 AM,10:00:00 AM
Kalyan,Ankleshwar,shrinath travel agency-brand new lcd coach,328,0:6:45,A/c,08:45:00 PM,03:30:00 AM
Kalyan,Ankleshwar,Gujarat Travels-,328,0:7:0,A/c,10:15:00 PM,05:15:00 AM
Kalyan,Satara,Neeta Tours and Travels,256,0:6:0,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,04:45:00 AM
Kalyan,Goa,Neeta Tours and Travels,590,0:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,08:30:00 PM,07:00:00 AM
Kalyan,Kolhapur,Neeta Tours and Travels,378,0:8:0,B9R Multi-Axle Semi Sleeper Volvo A/C,10:45:00 PM,06:45:00 AM
Karad,Baroda,Neeta Tours and Travels,647,0:16:11,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,02:00:00 PM
Karad,Baroda,Neeta Tours and Travels,647,0:15:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,09:30:00 AM
Karad,Haveri,raj tour and travel-Bng-chhn Vol Seatin,401,0:10:2,A/c,03:00:00 AM,01:02:00 PM
Karad,Haveri,raj tour and travel-Bng-chhn Vol Seatin,401,0:10:2,A/c,07:30:00 PM,05:32:00 AM
Karad,Haveri,raj tour and travel-Bng-chhn Vol Seatin,401,0:10:2,A/c,01:00:00 AM,11:02:00 AM
Karad,Haveri,raj tour and travel-(bng-cni-crng-sit),401,0:10:2,A/c,10:00:00 PM,08:02:00 AM
Karad,GoaMadgaon,Neeta Tours and Travels,336,0:6:15,Mercedes Benz Seating A/C,11:45:00 PM,06:00:00 AM
Karad,Sawantwadi,Ashray Travels,273,0:6:50,A/c,01:30:00 AM,08:20:00 AM
Karad,Sawantwadi,Ashray Travels,273,0:6:50,Non A/c,11:30:00 PM,06:20:00 AM
Karad,Sawantwadi,ASHRAY TRavels-shree sai,273,0:6:50,Non A/c,11:30:00 PM,06:20:00 AM
Karad,Sawantwadi,ASHRAY TRavels-amrutyog corona,273,0:6:50,A/c,01:30:00 AM,08:20:00 AM
Karad,Anand,Neeta Tours and Travels,695,0:17:23,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,02:30:00 PM
Karad,Anand,Neeta Tours and Travels,695,0:16:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,10:00:00 AM
Karad,Ulhasnagar,Neeta Tours and Travels,254,0:4:45,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,04:30:00 AM
Karad,Hosur,raj tour and travel-Bng-chhn Vol Seatin,972,1:0:18,A/c,07:30:00 PM,07:48:00 PM
Karad,Hosur,raj tour and travel-Bng-chhn Vol Seatin,972,1:0:18,A/c,03:00:00 AM,03:18:00 AM
Karad,Hosur,raj tour and travel-Bng-chhn Vol Seatin,1019,1:1:29,A/c,01:00:00 AM,02:29:00 AM
Karad,Hosur,raj tour and travel-(bng-cni-crng-sit),972,1:0:18,A/c,10:00:00 PM,10:18:00 PM
Karad,Tumkur,raj tour and travel-Bng-chhn Vol Seatin,678,0:16:57,A/c,01:00:00 AM,05:57:00 PM
Karad,Tumkur,raj tour and travel-(bng-cni-crng-sit),678,0:16:57,A/c,10:00:00 PM,02:57:00 PM
Karad,Tumkur,raj tour and travel-Bng-chhn Vol Seatin,678,0:16:57,A/c,03:00:00 AM,07:57:00 PM
Karad,Tumkur,raj tour and travel-Bng-chhn Vol Seatin,678,0:16:57,A/c,07:30:00 PM,12:27:00 PM
Karad,Kalyan,Neeta Tours and Travels,253,0:5:0,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,04:45:00 AM
Karad,Valsad,Neeta Tours and Travels,431,0:11:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,11:00:00 AM
Karad,Valsad,Neeta Tours and Travels,431,0:12:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,06:00:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-crowford market,256,0:5:45,Volvo  A/c,11:05:00 PM,04:50:00 AM
Karad,Mumbai,Ghatge Patil Transports (Mohan Travels),256,0:6:24,A/c,09:30:00 PM,03:54:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-Thane -  Borivali,256,0:5:45,Volvo  A/c,11:05:00 PM,04:50:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-Dadar / Borivali,256,0:5:30,Volvo  A/c,12:30:00 AM,06:00:00 AM
Karad,Mumbai,Ghatge Patil Transports (Mohan Travels),256,0:6:24,A/c,10:00:00 PM,04:24:00 AM
Karad,Mumbai,Raja Travels (Neeta),256,0:6:45,Luxury Non A/C,11:15:00 PM,06:00:00 AM
Karad,Mumbai,VRL,256,0:6:24,VOLVO A/c Semi Sleeper(41),12:45:00 AM,12:45:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-Thane / Borivali,256,0:5:30,Volvo  A/c,10:30:00 PM,04:00:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-Thane/Dadar/Crawford Market,256,0:5:30,Volvo  A/c,12:15:00 AM,05:45:00 AM
Karad,Mumbai,Bhagirathi Travels (Bhagirathi Online),256,0:6:15,"2+2, Air Suspension, AC",11:45:00 PM,06:00:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-Dadar/Crawfod Market,256,0:5:30,Volvo  A/c,11:15:00 PM,04:45:00 AM
Karad,Mumbai,Dolphin Travel House,256,0:7:20,Luxury A/C,11:40:00 PM,07:00:00 AM
Karad,Mumbai,Konduskar Travels Pvt. Ltd.-Dadar / Borivali  Volvo Sleeper,256,0:5:30,Volvo  A/c,11:45:00 PM,05:15:00 AM
Karad,Pune,Neeta Tours and Travels,109,0:1:0,B9R Multi-Axle Semi Sleeper Volvo A/C,05:30:00 AM,06:30:00 AM
Karad,Pune,Neeta Tours and Travels,109,0:3:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,09:30:00 PM
Karad,Pune,Raja Travels (Neeta),109,0:4:15,Luxury Non A/C,11:15:00 PM,03:30:00 AM
Karad,Pune,Neeta Tours and Travels,109,0:3:0,B9R Multi-Axle Semi Sleeper Volvo A/C,08:00:00 AM,11:00:00 AM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:30,Volvo  A/c,08:30:00 AM,12:00:00 PM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:30,Volvo  A/c,07:00:00 PM,10:30:00 PM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:30,Volvo  A/c,01:00:00 AM,04:30:00 AM
Karad,Pune,Neeta Tours and Travels,109,0:3:0,B9R Multi-Axle Semi Sleeper Volvo A/C,12:30:00 AM,03:30:00 AM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:10,Volvo  A/c,08:20:00 AM,11:30:00 AM
Karad,Pune,VRL,109,0:2:44,VOLVO A/c Semi Sleeper(41),12:45:00 AM,12:45:00 AM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:0,Volvo  A/c,01:30:00 PM,04:30:00 PM
Karad,Pune,Neeta Tours and Travels,109,0:2:45,B9R Multi-Axle Semi Sleeper Volvo A/C,02:00:00 PM,04:45:00 PM
Karad,Pune,Neeta Tours and Travels,109,0:2:55,B9R Multi-Axle Semi Sleeper Volvo A/C,05:05:00 PM,08:00:00 PM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:0,Volvo  A/c,05:05:00 PM,08:05:00 PM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:30,Volvo  A/c,05:30:00 PM,09:00:00 PM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:30,Volvo  A/c,07:30:00 AM,11:00:00 AM
Karad,Pune,Konduskar Travels Pvt. Ltd.-,109,0:3:0,Volvo  A/c,01:05:00 AM,04:05:00 AM
Karad (Bye Pass),Pune,M.B Link Tourist,161,0:3:10,Non A/c,05:45:00 AM,08:55:00 AM
Karad,Udupi,VRL,597,0:14:56,Multi-Axle VOLVO A/c Semi Sleeper,08:00:00 PM,08:00:00 PM
Karad,Udupi,Canara Pinto Travels,597,0:8:55,"2+2, Multi Axle Volvo SemiSleeper, AC,",08:45:00 PM,05:40:00 AM
Karad,Udupi,Canara Pinto Travels,597,0:9:45,"2+2, Air Suspension, Non-AC, Video",10:00:00 PM,07:45:00 AM
Karad,Udupi,Canara Pinto Travels,597,0:9:55,"2+1, Sleeper, AC,",07:00:00 PM,04:55:00 AM
Karad,Dombivili,Neeta Tours and Travels,247,0:5:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:45:00 PM,05:15:00 AM
Karad,Dombivili,Ghatge Patil Transports (Mohan Travels),247,0:6:11,A/c,09:00:00 PM,03:11:00 AM
Karad,Shirdi,Konduskar Travels Pvt. Ltd.-,292,0:6:50,Volvo  A/c,01:05:00 AM,07:55:00 AM
Karad,GoaPanjim,Neeta Tours and Travels,336,0:5:45,Mercedes Benz Seating A/C,11:45:00 PM,05:30:00 AM
Karad,Bangalore,Konduskar Travels Pvt. Ltd.-,745,0:9:55,Volvo  A/c,09:00:00 PM,06:55:00 AM
Karad,Bangalore,Neeta Tours and Travels,745,0:9:55,B9R Multi-Axle Semi Sleeper Volvo A/C,06:30:00 PM,04:25:00 AM
Karad,Bangalore,raj tour and travel-Bng-chhn Vol Seatin,745,0:18:38,A/c,03:00:00 AM,09:38:00 PM
Karad,Bangalore,VRL,745,0:18:38,Sleeper / Seater(40/AB/N),04:15:00 PM,04:15:00 PM
Karad,Bangalore,VRL,745,0:18:38,Multi-Axle VOLVO A/c Semi Sleeper,07:30:00 PM,07:30:00 PM
Karad,Bangalore,Neeta Tours and Travels,745,0:9:55,B9R Multi-Axle Semi Sleeper Volvo A/C,07:50:00 PM,05:45:00 AM
Karad,Bangalore,Neeta Tours and Travels,745,0:9:55,B9R Multi-Axle Semi Sleeper Volvo A/C,09:20:00 PM,07:15:00 AM
Karad,Bangalore,Konduskar Travels Pvt. Ltd.-,745,0:10:50,Volvo  A/c,09:15:00 PM,08:05:00 AM
Karad,Bangalore,raj tour and travel-Bng-chhn Vol Seatin,745,0:18:38,A/c,01:00:00 AM,07:38:00 PM
Karad,Bangalore,raj tour and travel-(bng-cni-crng-sit),745,0:18:38,A/c,10:00:00 PM,04:38:00 PM
Karad,Bangalore,raj tour and travel-Bng-chhn Vol Seatin,745,0:18:38,A/c,07:30:00 PM,02:08:00 PM
Karad,Bangalore,VRL,745,0:18:38,Multi-Axle VOLVO A/c Semi Sleeper,10:00:00 PM,10:00:00 PM
Karad,Bangalore,VRL,745,0:18:38,Multi-Axle VOLVO A/c Semi Sleeper,06:00:00 PM,06:00:00 PM
Karad,Bangalore,VRL,745,0:18:38,Sleeper / Seater(40/AB/N),11:45:00 PM,11:45:00 PM
Karad,Davangere,VRL,472,0:11:48,Sleeper / Seater(40/AB/N),11:45:00 PM,11:45:00 PM
Karad,Kundapura,Canara Pinto Travels,559,0:8:30,"2+2, Multi Axle Volvo SemiSleeper, AC,",08:45:00 PM,05:15:00 AM
Karad,Kundapura,Canara Pinto Travels,559,0:9:30,"2+1, Sleeper, AC,",07:00:00 PM,04:30:00 AM
Karad,Mangalore,Canara Pinto Travels,657,0:9:55,"2+2, Multi Axle Volvo SemiSleeper, AC,",08:45:00 PM,06:40:00 AM
Karad,Mangalore,Canara Pinto Travels,657,0:10:55,"2+1, Sleeper, AC,",07:00:00 PM,05:55:00 AM
Karad,Mangalore,VRL,657,0:16:26,Multi-Axle VOLVO A/c Semi Sleeper,08:00:00 PM,08:00:00 PM
Karad,Mangalore,Canara Pinto Travels,657,0:11:30,"2+2, Air Suspension, Non-AC, Video",10:00:00 PM,09:30:00 AM
Karad,Mangalore,VRL,657,0:16:26,Multi-Axle VOLVO A/c Semi Sleeper,08:30:00 PM,08:30:00 PM
Karad,Mangalore,VRL,657,0:16:26,Multi-Axle VOLVO A/c Semi Sleeper,09:00:00 PM,09:00:00 PM
Karad,Nadiad,Neeta Tours and Travels,711,0:17:47,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,03:00:00 PM
Karad,Nadiad,Neeta Tours and Travels,711,0:16:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,10:30:00 AM
Karad,Ankola,Canara Pinto Travels,434,0:7:30,"2+1, Sleeper, AC,",07:00:00 PM,02:30:00 AM
Karad,Ankola,Canara Pinto Travels,434,0:6:29,"2+2, Multi Axle Volvo SemiSleeper, AC,",08:45:00 PM,03:14:00 AM
Karad,GokarnaCross,Canara Pinto Travels,438,0:7:45,"2+1, Sleeper, AC,",07:00:00 PM,02:45:00 AM
Karad,Kumta,Canara Pinto Travels,450,0:8:0,"2+1, Sleeper, AC,",07:00:00 PM,03:00:00 AM
Karad,Kumta,Canara Pinto Travels,450,0:7:5,"2+2, Multi Axle Volvo SemiSleeper, AC,",08:45:00 PM,03:50:00 AM
Karad,Bharuch,Neeta Tours and Travels,571,0:14:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,08:30:00 AM
Karad,Bharuch,Neeta Tours and Travels,571,0:14:17,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,12:00:00 PM
Karad,Vapi,Neeta Tours and Travels,401,0:9:30,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,09:00:00 AM
Karad,Vapi,Neeta Tours and Travels,401,0:10:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,04:30:00 AM
Karad,Ahmedabad,Neeta Tours and Travels,767,0:17:30,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,11:30:00 AM
Karad,Ahmedabad,Neeta Tours and Travels,767,0:19:11,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,04:00:00 PM
Karad,Ahmedabad,VRL,767,0:19:11,Multi-Axle VOLVO A/c Semi Sleeper,07:00:00 PM,07:00:00 PM
Karad,Vellore,raj tour and travel-Bng-chhn Vol Seatin,923,0:23:5,A/c,03:00:00 AM,02:05:00 AM
Karad,Vellore,raj tour and travel-(bng-cni-crng-sit),923,0:23:5,A/c,10:00:00 PM,09:05:00 PM
Karad,Vellore,raj tour and travel-Bng-chhn Vol Seatin,923,0:23:5,A/c,07:30:00 PM,06:35:00 PM
Karad,Vellore,raj tour and travel-Bng-chhn Vol Seatin,923,0:23:5,A/c,01:00:00 AM,12:05:00 AM
Karad,Bhatkal,Canara Pinto Travels,508,0:7:50,"2+2, Multi Axle Volvo SemiSleeper, AC,",08:45:00 PM,04:35:00 AM
Karad,Bhatkal,Canara Pinto Travels,508,0:8:50,"2+1, Sleeper, AC,",07:00:00 PM,03:50:00 AM
Karad,Kankavali,Neeta Tours and Travels,230,0:3:45,Mercedes Benz Seating A/C,11:45:00 PM,03:30:00 AM
Karad,GoaMapusa,Neeta Tours and Travels,336,0:5:15,Mercedes Benz Seating A/C,11:45:00 PM,05:00:00 AM
Karad,Kolhapur,Ashray Travels,125,0:3:8,A/c,01:30:00 AM,04:38:00 AM
Karad,Kolhapur,ASHRAY TRavels-amrutyog corona,125,0:3:8,A/c,01:30:00 AM,04:38:00 AM
Karad,Kolhapur,Ashray Travels,125,0:3:8,Non A/c,11:30:00 PM,02:38:00 AM
Karad,Kolhapur,ASHRAY TRavels-shree sai,125,0:3:8,Non A/c,11:30:00 PM,02:38:00 AM
Karad,Aurangabad,Neeta Tours and Travels,344,0:6:0,B9R Multi-Axle Semi Sleeper Volvo A/C,05:30:00 AM,11:30:00 AM
Karad,Aurangabad,Konduskar Travels Pvt. Ltd.-,344,0:6:40,Volvo  A/c,10:45:00 PM,05:25:00 AM
Karad,Ahmednagar,Ghatge Patil Transports (Mohan Travels),230,0:3:0,A/c,08:30:00 PM,11:30:00 PM
Karad,Ahmednagar,Neeta Tours and Travels,230,0:4:0,B9R Multi-Axle Semi Sleeper Volvo A/C,05:30:00 AM,09:30:00 AM
Karad,Ahmednagar,Konduskar Travels Pvt. Ltd.-,230,0:5:40,Volvo  A/c,01:05:00 AM,06:45:00 AM
Karad,Ahmednagar,Konduskar Travels Pvt. Ltd.-,230,0:4:50,Volvo  A/c,10:45:00 PM,03:35:00 AM
Karad,Hubli,raj tour and travel-Bng-chhn Vol Seatin,324,0:8:6,A/c,03:00:00 AM,11:06:00 AM
Karad,Hubli,raj tour and travel-(bng-cni-crng-sit),324,0:8:6,A/c,10:00:00 PM,06:06:00 AM
Karad,Hubli,raj tour and travel-Bng-chhn Vol Seatin,324,0:8:6,A/c,07:30:00 PM,03:36:00 AM
Karad,Hubli,raj tour and travel-Bng-chhn Vol Seatin,324,0:8:6,A/c,01:00:00 AM,09:06:00 AM
Karad,Krishnagiri,raj tour and travel-Bng-chhn Vol Seatin,844,0:21:6,A/c,07:30:00 PM,04:36:00 PM
Karad,Krishnagiri,raj tour and travel-Bng-chhn Vol Seatin,844,0:21:6,A/c,01:00:00 AM,10:06:00 PM
Karad,Krishnagiri,raj tour and travel-(bng-cni-crng-sit),844,0:21:6,A/c,10:00:00 PM,07:06:00 PM
Karad,Krishnagiri,raj tour and travel-Bng-chhn Vol Seatin,844,0:21:6,A/c,03:00:00 AM,12:06:00 AM
Karad,Goa,Ashray Travels,336,0:8:24,Non A/c,11:30:00 PM,07:54:00 AM
Karad,Goa,Gogte Travels-KSB LCD SLP,336,0:5:55,Non A/c,10:50:00 PM,04:45:00 AM
Karad,Goa,ASHRAY TRavels-amrutyog corona,336,0:8:24,A/c,01:30:07 AM,09:54:07 AM
Karad,Goa,Neeta Tours and Travels,336,0:6:15,Mercedes Benz Seating A/C,11:45:00 PM,06:00:00 AM
Karad,Goa,Gogte Travels-Konduskar A/C SLP,336,0:5:55,Volvo  A/c,12:35:00 AM,06:30:00 AM
Karad,Goa,Gogte Travels-Konduskar Semi-SLP VOLVO,336,0:5:55,Volvo  A/c,01:20:00 AM,07:15:00 AM
Karad,Goa,Ashray Travels,336,0:8:24,A/c,01:30:00 AM,09:54:00 AM
Karad,Goa,ASHRAY TRavels-shree sai,336,0:8:24,Non A/c,11:02:00 PM,07:26:00 AM
Karad,Goa,Gogte Travels-OM SAI,336,0:6:0,Non A/c,12:00:00 AM,06:00:00 AM
Karad,Kankavli,Ashray Travels,230,0:5:45,Non A/c,11:30:00 PM,05:15:00 AM
Karad,Kankavli,ASHRAY TRavels-amrutyog corona,230,0:5:45,A/c,01:30:00 AM,07:15:00 AM
Karad,Kankavli,ASHRAY TRavels-shree sai,230,0:5:45,Non A/c,11:30:00 PM,05:15:00 AM
Karad,Kankavli,Ashray Travels,230,0:5:45,A/c,01:30:00 AM,07:15:00 AM
Karad,Ankleshwar,Neeta Tours and Travels,559,0:13:59,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,12:30:00 PM
Karad,Ankleshwar,Neeta Tours and Travels,559,0:14:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,08:00:00 AM
Karad,Surat,Neeta Tours and Travels,523,0:13:0,B9R Multi-Axle Semi Sleeper Volvo A/C,06:00:00 PM,07:00:00 AM
Karad,Surat,VRL,523,0:13:5,Multi-Axle VOLVO A/c Semi Sleeper,07:00:00 PM,07:00:00 PM
Karad,Surat,Gogte Travels-Sunrise-Air Suspension,523,0:9:45,Non A/c,05:25:00 PM,03:10:00 AM
Karad,Surat,Neeta Tours and Travels,523,0:11:0,B9R Multi-Axle Semi Sleeper Volvo A/C,11:30:00 PM,10:30:00 AM
Karad,Kudal,Ashray Travels,265,0:6:38,A/c,01:30:00 AM,08:08:00 AM
Karad,Kudal,Ashray Travels,265,0:6:38,Non A/c,11:30:00 PM,06:08:00 AM
Karad,Kudal,ASHRAY TRavels-shree sai,265,0:6:38,Non A/c,11:30:00 PM,06:08:00 AM
Karad,Kudal,ASHRAY TRavels-amrutyog corona,265,0:6:38,A/c,01:30:00 AM,08:08:00 AM
Karad,Kudal,Neeta Tours and Travels,265,0:4:15,Mercedes Benz Seating A/C,11:45:00 PM,04:00:00 AM
Kaikaram,Hyderabad,Kaveri Kamakshi Travels,364,0:8:45,Hi-Tech Non A/c,09:15:00 PM,06:00:00 AM
Tutucorin,Hosur,KPN Travels,380,0:9:30,BERTH SLEEPER A/C : 29,07:30:00 PM,05:00:00 AM
Tutucorin,Hosur,KPN Travels,380,0:9:30,2+2 VOLVO A/C(MULTI AXLE) : 44,08:00:00 PM,05:30:00 AM
Tutucorin,Hosur,KPN Travels,390,0:9:45,2+1: 31 S.S NON A/C,06:45:00 PM,04:30:00 AM
Tutucorin,Hosur,SRM Transports India Private Limited,356,0:8:54,Sleeper,09:30:00 PM,06:24:00 AM
Tutucorin,Chidhambaram,Universal Travels,255,0:6:23,UniversalSeat+Sleeper(41),09:05:00 PM,03:28:00 AM
Tutucorin,Bangalore,KPN Travels,460,0:11:30,2+2 VOLVO A/C(MULTI AXLE) : 44,08:00:00 PM,07:30:00 AM
